1773	no	ADV	_	ADV	_	_
1424	más	ADV	_	ADV	_	_
717	también	ADV	_	ADV	_	_
572	muy	ADV	_	ADV	_	_
460	donde	ADV	_	ADV	_	_
423	ya	ADV	_	ADV	_	_
337	además	ADV	_	ADV	_	_
317	así	ADV	_	ADV	_	_
298	después	ADV	_	ADV	_	_
215	sólo	ADV	_	ADV	_	_
206	bien	ADV	_	ADV	_	_
181	antes	ADV	_	ADV	_	_
160	luego	ADV	_	ADV	_	_
158	entonces	ADV	_	ADV	_	_
144	menos	ADV	_	ADV	_	_
134	solo	ADV	_	ADV	_	_
132	hoy	ADV	_	ADV	_	_
128	siempre	ADV	_	ADV	_	_
128	ahora	ADV	_	ADV	_	_
123	dentro	ADV	_	ADV	_	_
118	casi	ADV	_	ADV	_	_
113	tan	ADV	_	ADV	_	_
105	tarde	ADV	_	ADV	_	_
95	cerca	ADV	_	ADV	_	_
91	nunca	ADV	_	ADV	_	_
90	aún	ADV	_	ADV	_	_
87	incluso	ADV	_	ADV	_	_
85	allí	ADV	_	ADV	_	_
74	alrededor	ADV	_	ADV	_	_
69	junto	ADV	_	ADV	_	_
63	mas	ADV	_	ADV	_	_
61	como	ADV	_	ADV	_	_
59	mientras	ADV	_	ADV	_	_
59	fuera	ADV	_	ADV	_	_
57	todavía	ADV	_	ADV	_	_
50	cómo	ADV	_	ADV	_	_
45	cuanto	ADV	_	ADV	_	_
44	poco	ADV	_	ADV	_	_
42	asimismo	ADV	_	ADV	_	_
41	cuando	ADV	_	ADV	_	_
41	ayer	ADV	_	ADV	_	_
38	pronto	ADV	_	ADV	_	_
36	sí	ADV	_	ADV	_	_
36	mal	ADV	_	ADV	_	_
36	aquí	ADV	_	ADV	_	_
35	debajo	ADV	_	ADV	_	_
34	encima	ADV	_	ADV	_	_
30	ahí	ADV	_	ADV	_	_
29	tampoco	ADV	_	ADV	_	_
29	mejor	ADV	_	ADV	_	_
29	detrás	ADV	_	ADV	_	_
27	tanto	ADV	_	ADV	_	_
27	hasta	ADV	_	ADV	_	_
26	tal	ADV	_	ADV	_	_
23	primero	ADV	_	ADV	_	_
23	apenas	ADV	_	ADV	_	_
22	allá	ADV	_	ADV	_	_
21	recién	ADV	_	ADV	_	_
21	dónde	ADV	_	ADV	_	_
20	mucho	ADV	_	ADV	_	_
20	acerca	ADV	_	ADV	_	_
19	si	ADV	_	ADV	_	_
19	adelante	ADV	_	ADV	_	_
18	jamás	ADV	_	ADV	_	_
18	atrás	ADV	_	ADV	_	_
18	arriba	ADV	_	ADV	_	_
17	siquiera	ADV	_	ADV	_	_
17	lejos	ADV	_	ADV	_	_
16	quizás	ADV	_	ADV	_	_
16	bastante	ADV	_	ADV	_	_
15	frente	ADV	_	ADV	_	_
15	aun	ADV	_	ADV	_	_
14	tambien	ADV	_	ADV	_	_
14	obstante	ADV	_	ADV	_	_
13	abajo	ADV	_	ADV	_	_
12	justo	ADV	_	ADV	_	_
11	mañana	ADV	_	ADV	_	_
10	ni	ADV	_	ADV	_	_
10	delante	ADV	_	ADV	_	_
10	asi	ADV	_	ADV	_	_
10	ademas	ADV	_	ADV	_	_
9	aparte	ADV	_	ADV	_	_
8	igual	ADV	_	ADV	_	_
8	despues	ADV	_	ADV	_	_
7	temprano	ADV	_	ADV	_	_
7	quizá	ADV	_	ADV	_	_
7	nada	ADV	_	ADV	_	_
7	gratis	ADV	_	ADV	_	_
7	enseguida	ADV	_	ADV	_	_
6	inclusive	ADV	_	ADV	_	_
6	demasiado	ADV	_	ADV	_	_
6	anoche	ADV	_	ADV	_	_
6	alli	ADV	_	ADV	_	_
5	sino	ADV	_	ADV	_	_
5	claro	ADV	_	ADV	_	_
4	rápido	ADV	_	ADV	_	_
4	pues	ADV	_	ADV	_	_
4	ojalá	ADV	_	ADV	_	_
4	aqui	ADV	_	ADV	_	_
4	algo	ADV	_	ADV	_	_
4	afuera	ADV	_	ADV	_	_
4	adentro	ADV	_	ADV	_	_
3	todavia	ADV	_	ADV	_	_
3	seguro	ADV	_	ADV	_	_
3	recien	ADV	_	ADV	_	_
3	peor	ADV	_	ADV	_	_
3	ojala	ADV	_	ADV	_	_
3	juntos	ADV	_	ADV	_	_
3	fuerte	ADV	_	ADV	_	_
3	entretanto	ADV	_	ADV	_	_
3	enfrente	ADV	_	ADV	_	_
3	embargo	ADV	_	NOUN	Gender=Masc|Number=Sing	nmod
3	compre	ADV	_	VERB	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fi	_
3	alla	ADV	_	ADV	_	_
3	adonde	ADV	_	ADV	_	_
3	acaso	ADV	_	ADV	_	_
2	viceversa	ADV	_	ADV	_	_
2	tanta	ADV	_	ADV	_	_
2	sobremanera	ADV	_	ADV	_	_
2	que	ADV	_	ADV	_	_
2	poquito	ADV	_	ADV	_	_
2	para	ADV	_	ADP	_	mark
2	mismo	ADV	_	ADV	_	_
2	mayor	ADV	_	ADV	_	_
2	frecuente	ADV	_	ADV	_	_
2	durante	ADV	_	ADP	_	case
2	cuándo	ADV	_	ADV	_	_
2	cual	ADV	_	ADV	_	_
2	alto	ADV	_	ADV	_	_
2	ahi	ADV	_	ADV	_	_
2	acá	ADV	_	ADV	_	_
1	voluntaria	ADV	_	ADV	_	_
1	tomás	ADV	_	PROPN	Gender=Masc|Number=Sing	nsubj
1	tiempo	ADV	_	NOUN	Gender=Masc|Number=Sing	nmod
1	súper	ADV	_	ADV	_	_
1	super	ADV	_	ADV	_	_
1	sola	ADV	_	ADV	_	_
1	simpre	ADV	_	ADV	_	_
1	sentí	ADV	_	VERB	Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin	_
1	salvo	ADV	_	ADV	_	_
1	rosaceae	ADV	_	PROPN	Gender=Fem|Number=Plur	nmod
1	recto	ADV	_	ADV	_	_
1	rapidísimo	ADV	_	ADV	_	_
1	presencialmete	ADV	_	ADV	_	_
1	plena	ADV	_	ADV	_	_
1	otrora	ADV	_	ADV	_	_
1	online	ADV	_	ADV	_	_
1	o	ADV	_	ADV	_	_
1	nuevo	ADV	_	ADV	_	_
1	máximo	ADV	_	ADV	_	_
1	muerto	ADV	_	ADJ	Gender=Masc|Number=Sing	advcl
1	muchos	ADV	_	ADV	_	_
1	muchas	ADV	_	ADV	_	_
1	mientrás	ADV	_	ADV	_	_
1	menudo	ADV	_	NOUN	Gender=Masc|Number=Sing	nmod
1	malfurion	ADV	_	PROPN	Gender=Masc|Number=Sing	nsubj
1	local	ADV	_	ADV	_	_
1	lamentable	ADV	_	ADV	_	_
1	kanjobal	ADV	_	PROPN	Gender=Masc|Number=Sing	conj
1	jurídica	ADV	_	ADV	_	_
1	jamas	ADV	_	ADV	_	_
1	infra	ADV	_	ADV	_	_
1	incapaces	ADV	_	ADV	_	_
1	hay	ADV	_	ADV	_	_
1	harto	ADV	_	ADV	_	_
1	excepto	ADV	_	ADV	_	_
1	empero	ADV	_	ADV	_	_
1	duro	ADV	_	ADV	_	_
1	dudoso	ADV	_	ADV	_	_
1	dondé	ADV	_	ADV	_	_
1	disuelto	ADV	_	ADJ	Gender=Masc|Number=Sing	advcl
1	directa	ADV	_	ADV	_	_
1	dependiente	ADV	_	ADJ	Number=Sing	conj
1	demás	ADV	_	ADV	_	_
1	cuasi	ADV	_	ADV	_	_
1	cuanta	ADV	_	ADV	_	_
1	corriente	ADV	_	NOUN	Gender=Fem|Number=Sing	nsubj
1	construida	ADV	_	VERB	Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part	acl
1	consciente	ADV	_	ADJ	Number=Sing	advmod
1	conforme	ADV	_	ADV	_	_
1	chaosium	ADV	_	PROPN	Gender=Masc|Number=Sing	nsubj
1	cerquita	ADV	_	ADV	_	_
1	bueno	ADV	_	INTJ	_	discourse
1	brillante	ADV	_	ADV	_	_
1	biológica	ADV	_	ADV	_	_
1	bajo	ADV	_	ADJ	Gender=Masc|Number=Sing	advcl
1	amo	ADV	_	VERB	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin	acl:relcl